"","year","division","arrest_count"
"1148",2021,"D51",6
"1149",2017,"D12",1
"1150",2017,"NSA",1
"1151",2017,"D52",2
"1152",2016,"D31",4
"1153",2021,"D53",1
"1154",2014,"D14",1
"1155",2016,"D41",1
"1156",2019,"D32",14
"1157",2020,"D32",3
"1158",2019,"D13",5
"1159",2018,"D55",7
"1160",2018,"D13",1
"1161",2020,"D41",7
"1162",2019,"D12",2
"1163",2021,"D52",4
"1164",2019,"D23",1
"1165",2014,"D42",13
"1166",2022,"D23",6
"1167",2019,"D42",4
"1168",2019,"D23",3
"1169",2014,"D22",1
"1170",2017,"D55",9
"1171",2018,"D11",1
"1172",2019,"D55",2
"1173",2015,"D13",3
"1174",2014,"D43",8
"1175",2021,"D22",1
"1176",2022,"D51",3
"1177",2016,"D53",6
"1178",2014,"D43",1
"1179",2021,"D55",1
"1180",2016,"D32",1
"1181",2019,"D42",3
"1182",2014,"D42",2
"1183",2014,"D14",6
"1184",2018,"D43",1
"1185",2016,"D43",1
"1186",2017,"D14",3
"1187",2022,"D11",1
"1188",2015,"D14",5
"1189",2016,"D43",25
"1190",2019,"D12",1
"1191",2022,"D31",1
"1192",2018,"D32",3
"1193",2020,"D23",2
"1194",2021,"D33",1
"1195",2018,"D52",1
"1196",2014,"D31",2
"1197",2016,"D23",1
"1198",2020,"D12",1
"1199",2019,"D23",3
"1200",2022,"D23",1
"1201",2017,"D51",1
"1202",2019,"D12",1
"1203",2018,"D22",1
"1204",2014,"D12",1
"1205",2015,"D42",5
"1206",2014,"D41",1
"1207",2017,"D41",5
"1208",2019,"D55",1
"1209",2018,"D12",1
"1210",2014,"D42",1
"1211",2014,"D12",2
"1212",2020,"D32",2
"1213",2020,"D52",1
"1214",2019,"D23",3
"1215",2017,"D55",1
"1216",2014,"D51",1
"1217",2020,"D55",1
"1218",2019,"D31",1
"1219",2014,"D52",2
"1220",2017,"D43",1
"1221",2019,"D55",2
"1222",2020,"D32",3
"1223",2020,"D31",1
"1224",2018,"D12",1
"1225",2014,"D23",1
"1226",2021,"D55",2
"1227",2014,"NSA",1
"1228",2015,"D31",4
"1229",2021,"D53",4
"1230",2021,"D53",5
"1231",2022,"D41",1
"1232",2019,"D55",1
"1233",2015,"D55",1
"1234",2020,"D41",5
"1235",2016,"D51",1
"1236",2017,"D14",1
"1237",2014,"D12",3
"1238",2014,"D32",5
"1239",2014,"D23",2
"1240",2020,"D42",3
"1241",2021,"D55",4
"1242",2019,"D31",1
"1243",2017,"D43",1
"1244",2021,"D32",1
"1245",2021,"D32",1
"1246",2015,"D52",3
"1247",2022,"D32",1
"1248",2022,"D52",1
"1249",2015,"D31",1
"1250",2017,"D42",1
"1251",2020,"D52",1
"1252",2019,"D11",4
"1253",2020,"D33",2
"1254",2015,"D51",34
"1255",2015,"D42",11
"1256",2017,"D32",1
"1257",2015,"D41",2
"1258",2018,"D41",1
"1259",2020,"D55",14
"1260",2015,"D31",1
"1261",2020,"D52",4
"1262",2017,"D22",3
"1263",2017,"D33",1
"1264",2019,"D53",4
"1265",2022,"D13",1
"1266",2016,"D22",9
"1267",2021,"D32",1
"1268",2016,"D32",27
"1269",2015,"D51",6
"1270",2019,"D31",2
"1271",2020,"D32",4
"1272",2020,"D11",4
"1273",2019,"D23",1
"1274",2019,"D43",3
"1275",2019,"D53",9
"1276",2022,"D22",2
"1277",2017,"D53",2
"1278",2016,"D33",1
"1279",2017,"D52",10
"1280",2020,"D22",8
"1281",2016,"D41",3
"1282",2015,"D33",3
"1283",2021,"D12",1
"1284",2014,"D32",2
"1285",2016,"D41",1
"1286",2015,"D31",2
"1287",2015,"D42",2
"1288",2016,"D55",1
"1289",2019,"D32",1
"1290",2021,"D43",3
"1291",2019,"D22",1
"1292",2019,"D33",1
"1293",2014,"D14",12
"1294",2014,"D32",1
"1295",2015,"D12",4
"1296",2021,"D22",2
"1297",2019,"D55",2
"1298",2019,"D55",1
"1299",2018,"D51",2
"1300",2018,"D22",4
"1301",2020,"D51",2
"1302",2017,"D32",1
"1303",2018,"D22",1
"1304",2020,"D14",1
"1305",2017,"D51",3
"1306",2019,"D12",3
"1307",2022,"D22",1
"1308",2021,"D23",5
"1309",2014,"D23",1
"1310",2016,"D42",4
"1311",2018,"D43",8
"1312",2015,"D55",1
"1313",2014,"D22",1
"1314",2014,"D33",8
"1315",2017,"D11",1
"1316",2021,"D23",12
"1317",2016,"D51",2
"1318",2015,"D13",2
"1319",2021,"D23",2
"1320",2018,"D43",1
"1321",2014,"D41",9
"1322",2015,"D41",2
"1323",2022,"D53",3
"1324",2022,"D11",2
"1325",2015,"D14",1
"1326",2019,"D41",2
"1327",2019,"D53",2
"1328",2017,"D42",1
"1329",2015,"D42",1
"1330",2020,"D13",1
"1331",2019,"D41",1
"1332",2022,"D14",1
"1333",2019,"D33",2
"1334",2016,"D14",1
"1335",2018,"D55",3
"1336",2017,"D13",5
"1337",2019,"D52",1
"1338",2018,"D31",1
"1339",2017,"D43",6
"1340",2019,"D32",1
"1341",2022,"D53",2
"1342",2020,"D53",1
"1343",2018,"D12",10
"1344",2014,"D43",1
"1345",2022,"D32",7
"1346",2015,"D42",2
"1347",2022,"D31",3
"1348",2016,"D41",9
"1349",2014,"D32",1
"1350",2019,"D42",3
"1351",2014,"D55",1
"1352",2018,"D31",1
"1353",2015,"D32",3
"1354",2017,"D41",3
"1355",2017,"D51",4
"1356",2020,"D42",1
"1357",2021,"D42",3
"1358",2016,"D55",2
"1359",2016,"D14",2
"1360",2014,"D33",4
"1361",2019,"D52",1
"1362",2016,"D13",2
"1363",2014,"D32",5
"1364",2015,"D53",1
"1365",2019,"D31",4
"1366",2014,"D42",5
"1367",2020,"D11",1
"1368",2020,"D52",2
"1369",2017,"D33",1
"1370",2016,"D12",3
"1371",2020,"D31",1
"1372",2019,"D43",1
"1373",2014,"D31",14
"1374",2020,"D32",1
"1375",2017,"D31",14
"1376",2021,"D32",1
"1377",2016,"D55",16
"1378",2020,"D13",2
"1379",2017,"D53",1
"1380",2014,"D22",1
"1381",2015,"D43",3
"1382",2020,"D32",2
"1383",2021,"D14",2
"1384",2018,"D41",3
"1385",2016,"D23",1
"1386",2019,"D51",3
"1387",2015,"D22",1
"1388",2015,"D31",6
"1389",2016,"D11",4
"1390",2017,"D42",5
"1391",2016,"D31",1
"1392",2019,"D23",1
"1393",2022,"D31",1
"1394",2016,"D31",3
"1395",2017,"D55",2
"1396",2017,"D43",3
"1397",2015,"D31",3
"1398",2014,"D51",1
"1399",2019,"D55",1
"1400",2017,"D23",6
"1401",2017,"D23",1
"1402",2014,"D55",5
"1403",2014,"D11",4
"1404",2022,"D52",5
"1405",2017,"D33",4
"1406",2014,"D12",1
"1407",2021,"D55",1
"1408",2019,"D55",3
"1409",2022,"D53",1
"1410",2015,"D22",1
"1411",2016,"D55",2
"1412",2020,"D31",1
"1413",2016,"D14",2
"1414",2021,"D41",2
"1415",2021,"D55",1
"1416",2020,"D33",2
"1417",2019,"D33",1
"1418",2021,"D11",3
"1419",2020,"D14",3
"1420",2014,"D23",2
"1421",2017,"D14",1
"1422",2016,"D11",1
"1423",2018,"D51",7
"1424",2015,"D32",2
"1425",2020,"D12",2
"1426",2014,"D32",1
"1427",2021,"D31",4
"1428",2018,"D53",1
"1429",2015,"D53",1
"1430",2022,"D32",4
"1431",2016,"D14",1
"1432",2016,"D43",52
"1433",2018,"D22",1
"1434",2016,"D14",1
"1435",2018,"D55",2
"1436",2022,"D51",11
"1437",2015,"D52",1
"1438",2015,"D51",4
"1439",2020,"D32",1
"1440",2020,"D32",1
"1441",2017,"D11",1
"1442",2014,"D12",1
"1443",2015,"D43",4
"1444",2015,"D32",1
"1445",2016,"D42",1
"1446",2020,"D22",1
"1447",2021,"D31",1
"1448",2018,"D13",3
"1449",2021,"D31",1
"1450",2020,"D55",3
"1451",2015,"D51",3
"1452",2016,"D22",3
"1453",2014,"D33",1
"1454",2016,"D13",2
"1455",2018,"D55",5
"1456",2020,"D41",1
"1457",2021,"D41",1
"1458",2021,"D55",1
"1459",2017,"D43",3
"1460",2019,"D31",2
"1461",2017,"D52",4
"1462",2014,"D33",2
"1463",2018,"D55",1
"1464",2016,"D55",1
"1465",2020,"D43",2
"1466",2018,"D12",1
"1467",2015,"D11",1
"1468",2014,"D53",1
"1469",2017,"D11",1
"1470",2018,"D41",2
"1471",2014,"D32",1
"1472",2018,"D11",5
"1473",2019,"D41",1
"1474",2014,"D32",1
"1475",2014,"D55",7
"1476",2017,"D13",1
"1477",2017,"D33",5
"1478",2016,"D55",1
"1479",2021,"D55",3
"1480",2015,"D42",1
"1481",2022,"D41",2
"1482",2016,"D42",1
"1483",2021,"D11",1
"1484",2015,"D52",1
"1485",2021,"D14",2
"1486",2014,"D41",2
"1487",2017,"D23",1
"1488",2017,"D23",1
"1489",2014,"D42",5
"1490",2021,"D12",2
"1491",2014,"D11",3
"1492",2015,"D22",2
"1493",2018,"D13",1
"1494",2017,"D51",10
"1495",2016,"D51",2
"1496",2014,"D52",11
"1497",2014,"D13",1
"1498",2019,"D42",1
"1499",2019,"D55",1
"1500",2015,"D22",2
"1501",2015,"D12",2
"1502",2021,"D52",5
"1503",2015,"D31",3
"1504",2020,"D13",5
"1505",2019,"D13",2
"1506",2019,"D23",2
"1507",2018,"D43",20
"1508",2017,"D31",1
"1509",2017,"D52",1
"1510",2018,"D14",3
"1511",2015,"D52",1
"1512",2021,"D13",1
"1513",2015,"D43",4
"1514",2020,"D33",1
"1515",2019,"D51",25
"1516",2015,"D22",1
"1517",2017,"D32",1
"1518",2014,"D13",2
"1519",2021,"D31",1
"1520",2021,"D53",19
"1521",2016,"D55",14
"1522",2019,"D31",3
"1523",2015,"NSA",1
"1524",2014,"D52",3
"1525",2021,"D14",2
"1526",2015,"D51",14
"1527",2021,"D22",3
"1528",2018,"D52",17
"1529",2016,"D14",2
"1530",2022,"D32",1
"1531",2020,"D42",1
"1532",2018,"D12",1
"1533",2021,"D55",8
"1534",2014,"D14",1
"1535",2019,"D23",3
"1536",2022,"D32",2
"1537",2022,"D52",1
"1538",2019,"D14",2
"1539",2020,"D13",1
"1540",2020,"D42",3
"1541",2016,"D32",1
"1542",2017,"D32",1
"1543",2017,"D55",1
"1544",2021,"D14",1
"1545",2014,"D41",3
"1546",2016,"D22",1
"1547",2020,"D52",2
"1548",2015,"D41",1
"1549",2015,"D43",1
"1550",2022,"D14",1
"1551",2019,"D53",1
"1552",2016,"D33",2
"1553",2020,"D41",1
"1554",2020,"D41",2
"1555",2014,"D32",2
"1556",2015,"D53",4
"1557",2017,"D51",9
"1558",2021,"D32",1
"1559",2018,"D14",2
"1560",2018,"D33",1
"1561",2015,"D22",7
"1562",2020,"D41",3
"1563",2015,"D33",1
"1564",2020,"D32",2
"1565",2014,"D41",2
"1566",2016,"D12",7
"1567",2015,"D43",1
"1568",2017,"D41",1
"1569",2018,"D52",1
"1570",2021,"D41",3
"1571",2019,"D31",3
"1572",2018,"D43",7
"1573",2019,"D22",1
"1574",2018,"D13",4
"1575",2016,"D42",4
"1576",2020,"NSA",43
"1577",2018,"D12",1
"1578",2015,"D11",1
"1579",2022,"D14",1
"1580",2014,"D53",2
"1581",2019,"D22",1
"1582",2021,"D14",3
"1583",2020,"D31",3
"1584",2021,"D51",1
"1585",2014,"D41",7
"1586",2020,"D14",10
"1587",2014,"D33",1
"1588",2014,"D32",4
"1589",2015,"D32",1
"1590",2016,"D55",1
"1591",2017,"D55",1
"1592",2020,"D11",1
"1593",2020,"D52",1
"1594",2017,"D12",1
"1595",2021,"D11",1
"1596",2019,"D51",14
"1597",2015,"D13",1
"1598",2021,"D22",2
"1599",2020,"D51",3
"1600",2015,"D13",2
"1601",2021,"NSA",22
"1602",2018,"D55",1
"1603",2022,"D43",2
"1604",2018,"D52",5
"1605",2016,"D11",1
"1606",2019,"D13",6
"1607",2022,"D12",1
"1608",2020,"D41",2
"1609",2018,"D53",2
"1610",2020,"D33",5
"1611",2019,"D51",1
"1612",2021,"D51",7
"1613",2020,"D13",2
"1614",2014,"D41",13
"1615",2015,"D13",1
"1616",2016,"D14",1
"1617",2017,"D31",3
"1618",2020,"D41",2
"1619",2018,"D53",1
"1620",2019,"D52",14
"1621",2019,"D43",2
"1622",2022,"D14",2
"1623",2014,"D14",15
"1624",2015,"D22",10
"1625",2014,"D22",1
"1626",2017,"D41",1
"1627",2016,"D33",2
"1628",2018,"D22",2
"1629",2018,"D13",1
"1630",2016,"D13",7
"1631",2017,"D53",1
"1632",2015,"D13",1
"1633",2015,"D53",5
"1634",2022,"D32",3
"1635",2022,"D55",2
"1636",2017,"D52",1
"1637",2016,"D51",2
"1638",2019,"D12",2
"1639",2017,"D55",4
"1640",2016,"D22",1
"1641",2019,"D33",2
"1642",2014,"D52",27
"1643",2017,"D12",10
"1644",2017,"D55",8
"1645",2019,"D23",9
"1646",2017,"D51",1
"1647",2015,"D31",1
"1648",2014,"D43",1
"1649",2016,"D33",1
"1650",2015,"D23",1
"1651",2014,"D12",4
"1652",2014,"D52",1
"1653",2022,"D11",1
"1654",2016,"D32",1
"1655",2014,"D23",2
"1656",2016,"D53",1
"1657",2015,"D43",2
"1658",2022,"D41",1
"1659",2016,"D33",1
"1660",2015,"D32",9
"1661",2014,"D51",1
"1662",2018,"D32",16
"1663",2017,"D31",5
"1664",2017,"D51",7
"1665",2017,"D41",8
"1666",2017,"D23",1
"1667",2019,"D52",2
"1668",2015,"D31",2
"1669",2017,"D31",4
"1670",2019,"D32",1
"1671",2014,"D53",1
"1672",2021,"D22",1
"1673",2020,"D32",1
"1674",2017,"D22",1
"1675",2014,"D14",2
"1676",2019,"D14",1
"1677",2019,"D11",1
"1678",2018,"D31",6
"1679",2017,"D32",4
"1680",2019,"D52",4
"1681",2014,"D11",2
"1682",2020,"D22",21
"1683",2016,"D52",1
"1684",2022,"D51",2
"1685",2014,"D53",7
"1686",2019,"D41",2
"1687",2020,"D31",4
"1688",2019,"D51",9
"1689",2021,"D14",1
"1690",2019,"D33",12
"1691",2015,"D31",18
"1692",2018,"D43",2
"1693",2019,"D53",18
"1694",2014,"D11",3
"1695",2017,"D31",3
"1696",2016,"D53",1
"1697",2022,"D23",1
"1698",2018,"D14",1
"1699",2019,"D52",8
"1700",2019,"D31",1
"1701",2022,"D23",3
"1702",2016,"D32",1
"1703",2020,"D14",1
"1704",2016,"D51",14
"1705",2022,"D53",5
"1706",2017,"D42",1
"1707",2022,"D11",2
"1708",2018,"D14",2
"1709",2016,"D33",1
"1710",2018,"D14",1
"1711",2015,"D43",5
"1712",2019,"D52",1
"1713",2014,"D51",1
"1714",2014,"D55",1
"1715",2014,"D51",7
"1716",2020,"D23",3
"1717",2017,"D41",2
"1718",2017,"D41",12
"1719",2017,"D43",2
"1720",2022,"D32",2
"1721",2020,"D32",2
"1722",2022,"D53",1
"1723",2020,"D41",1
"1724",2014,"D41",3
"1725",2016,"D13",4
"1726",2014,"D12",6
"1727",2015,"D55",17
"1728",2022,"D22",2
"1729",2018,"D51",26
"1730",2021,"D51",3
"1731",2021,"D22",1
"1732",2016,"D11",3
"1733",2018,"D32",1
"1734",2020,"D33",1
"1735",2020,"D22",1
"1736",2018,"D22",2
"1737",2020,"D52",1
"1738",2014,"D42",2
"1739",2016,"D52",1
"1740",2021,"D13",7
"1741",2022,"D43",2
"1742",2022,"D33",3
"1743",2017,"D32",2
"1744",2015,"D11",2
"1745",2016,"D52",2
"1746",2018,"D55",4
"1747",2021,"D32",8
"1748",2017,"D51",1
"1749",2014,"D12",5
"1750",2020,"D14",4
"1751",2018,"D55",1
"1752",2021,"D41",2
"1753",2016,"D42",1
"1754",2017,"D12",3
"1755",2022,"D13",1
"1756",2015,"D11",1
"1757",2016,"D13",1
"1758",2021,"D22",1
"1759",2014,"D55",1
"1760",2015,"D22",4
"1761",2014,"D31",1
"1762",2014,"D43",2
"1763",2018,"D43",1
"1764",2016,"D11",1
"1765",2014,"D22",6
"1766",2017,"D55",5
"1767",2014,"D41",1
"1768",2021,"D55",2
"1769",2014,"D41",13
"1770",2014,"D41",1
"1771",2015,"D32",1
"1772",2018,"D23",1
"1773",2017,"D14",1
"1774",2019,"D55",2
"1775",2015,"D43",1
"1776",2018,"D14",4
"1777",2018,"D43",1
"1778",2020,"D52",1
"1779",2019,"D11",2
"1780",2018,"D33",5
"1781",2019,"D12",1
"1782",2020,"D33",1
"1783",2016,"D13",4
"1784",2014,"D41",1
"1785",2021,"D55",1
"1786",2014,"D51",1
"1787",2019,"D23",1
"1788",2019,"D55",1
"1789",2017,"D55",4
"1790",2014,"D53",3
"1791",2021,"D52",1
"1792",2022,"D43",1
"1793",2017,"D22",3
"1794",2014,"D43",1
"1795",2018,"D32",3
"1796",2018,"D14",5
"1797",2014,"D51",1
"1798",2015,"D43",3
"1799",2019,"D33",4
"1800",2018,"D33",1
"1801",2019,"D52",1
"1802",2017,"D55",5
"1803",2014,"D53",2
"1804",2014,"D42",1
"1805",2015,"D53",4
"1806",2022,"D12",1
"1807",2016,"D22",1
"1808",2019,"D12",1
"1809",2022,"D55",3
"1810",2019,"D51",35
"1811",2021,"D41",1
"1812",2022,"D43",1
"1813",2014,"D43",3
"1814",2019,"D32",2
"1815",2015,"D52",6
"1816",2014,"D23",1
"1817",2014,"D23",6
"1818",2022,"D11",4
"1819",2017,"D52",1
"1820",2015,"D55",1
"1821",2018,"D53",1
"1822",2020,"NSA",1
"1823",2016,"D41",2
"1824",2014,"D32",2
"1825",2021,"D43",5
"1826",2018,"D41",1
"1827",2016,"D13",3
"1828",2015,"NSA",9
"1829",2016,"D33",17
"1830",2018,"NSA",1
"1831",2014,"D43",3
"1832",2019,"D32",1
"1833",2014,"D32",1
"1834",2014,"D41",5
"1835",2014,"D33",2
"1836",2016,"D23",3
"1837",2018,"D55",5
"1838",2017,"D33",2
"1839",2022,"D31",7
"1840",2015,"D31",15
"1841",2018,"D13",2
"1842",2022,"D52",2
"1843",2017,"D32",1
"1844",2015,"D42",1
"1845",2015,"D52",2
"1846",2015,"D55",1
"1847",2014,"D22",2
"1848",2019,"D31",2
"1849",2015,"D33",1
"1850",2018,"D32",1
"1851",2019,"D32",3
"1852",2015,"D33",8
"1853",2017,"D41",1
"1854",2018,"D32",2
"1855",2020,"D33",1
"1856",2017,"D13",1
"1857",2016,"D22",8
"1858",2020,"D12",1
"1859",2019,"D13",3
"1860",2022,"D23",1
"1861",2014,"D55",2
"1862",2016,"D32",1
"1863",2014,"D23",1
"1864",2018,"D55",2
"1865",2018,"D22",8
"1866",2019,"D55",2
"1867",2016,"D42",4
"1868",2018,"D55",1
"1869",2022,"D43",1
"1870",2014,"D13",4
"1871",2014,"D11",2
"1872",2017,"D11",2
"1873",2019,"D32",3
"1874",2014,"D11",2
"1875",2021,"D22",2
"1876",2022,"D51",6
"1877",2018,"D33",1
"1878",2019,"D42",1
"1879",2021,"D22",1
"1880",2020,"D55",2
"1881",2014,"D43",2
"1882",2014,"D42",1
"1883",2016,"D33",2
"1884",2018,"D43",1
"1885",2015,"D43",8
"1886",2019,"D55",1
"1887",2015,"D55",2
"1888",2017,"D14",1
"1889",2018,"D14",2
"1890",2015,"D52",2
"1891",2019,"D51",2
"1892",2017,"D13",3
"1893",2017,"D31",1
"1894",2021,"D33",1
"1895",2015,"D32",2
"1896",2020,"D33",1
"1897",2022,"D55",3
"1898",2014,"D41",1
"1899",2022,"D14",6
"1900",2020,"D41",1
"1901",2021,"D31",2
"1902",2017,"D42",1
"1903",2015,"D51",6
"1904",2014,"D11",1
"1905",2020,"D55",3
"1906",2020,"D43",1
"1907",2014,"D23",2
"1908",2015,"D41",1
"1909",2020,"D22",1
"1910",2016,"D52",5
"1911",2017,"NSA",2
"1912",2016,"D12",1
"1913",2019,"D41",1
"1914",2015,"D14",9
"1915",2018,"D43",3
"1916",2016,"D12",1
"1917",2014,"D55",7
"1918",2020,"D22",1
"1919",2017,"D52",1
"1920",2016,"D43",4
"1921",2016,"D33",2
"1922",2018,"D43",3
"1923",2017,"D33",2
"1924",2014,"D33",2
"1925",2018,"D23",1
"1926",2014,"D14",2
"1927",2022,"D43",1
"1928",2014,"D55",13
"1929",2018,"D55",17
"1930",2017,"D33",6
"1931",2018,"D13",1
"1932",2016,"D55",2
"1933",2016,"D31",1
"1934",2014,"D22",1
"1935",2019,"D22",2
"1936",2022,"D41",3
"1937",2017,"D55",1
"1938",2021,"D53",1
"1939",2015,"D43",4
"1940",2018,"D53",1
"1941",2022,"D42",5
"1942",2020,"D13",1
"1943",2021,"D41",1
"1944",2018,"D11",1
"1945",2022,"D32",1
"1946",2019,"D11",3
"1947",2022,"D55",3
"1948",2020,"D14",2
"1949",2014,"D32",1
"1950",2018,"D41",22
"1951",2019,"D52",1
"1952",2015,"D53",2
"1953",2022,"D31",1
"1954",2022,"D55",1
"1955",2014,"D41",5
"1956",2015,"D43",6
"1957",2015,"D43",2
"1958",2019,"D22",3
"1959",2019,"D43",2
"1960",2017,"D13",1
"1961",2015,"D53",1
"1962",2022,"D51",11
"1963",2014,"D43",8
"1964",2014,"D42",1
"1965",2020,"D23",1
"1966",2020,"D43",3
"1967",2015,"D53",1
"1968",2022,"D14",2
"1969",2019,"D43",2
"1970",2018,"D23",1
"1971",2021,"D13",2
"1972",2016,"D32",1
"1973",2019,"D52",2
"1974",2021,"D53",1
"1975",2022,"D42",1
"1976",2017,"D52",76
"1977",2018,"D32",5
"1978",2017,"D13",1
"1979",2016,"D23",7
"1980",2019,"D22",4
"1981",2017,"D43",1
"1982",2019,"D55",11
"1983",2019,"D12",1
"1984",2018,"D23",1
"1985",2021,"D41",2
"1986",2019,"D31",6
"1987",2022,"D55",2
"1988",2019,"D41",3
"1989",2016,"D43",1
"1990",2022,"D33",2
"1991",2017,"D31",1
"1992",2019,"D41",18
"1993",2021,"D55",1
"1994",2020,"D55",1
"1995",2015,"D14",19
"1996",2018,"D33",1
"1997",2022,"D11",3
"1998",2016,"D12",9
"1999",2020,"D53",3
"2000",2014,"D52",1
"2001",2022,"D13",2
"2002",2018,"D55",4
"2003",2018,"D14",2
"2004",2014,"D23",3
"2005",2018,"D51",1
"2006",2019,"D14",3
"2007",2018,"D42",10
"2008",2018,"D32",1
"2009",2021,"D11",1
"2010",2015,"D31",1
"2011",2021,"D55",1
"2012",2018,"D23",1
"2013",2019,"D23",6
"2014",2022,"D32",3
"2015",2015,"D52",4
"2016",2017,"D42",2
"2017",2020,"D12",1
"2018",2021,"D51",1
"2019",2017,"D33",1
"2020",2019,"D12",2
"2021",2019,"D12",1
"2022",2015,"D23",3
"2023",2016,"D14",10
"2024",2019,"D32",1
"2025",2014,"D31",1
"2026",2020,"D11",2
"2027",2015,"D41",1
"2028",2014,"D32",1
"2029",2018,"D55",1
"2030",2015,"D33",4
"2031",2022,"D22",2
"2032",2018,"D33",1
"2033",2018,"D23",1
"2034",2021,"D53",1
"2035",2017,"D11",1
"2036",2020,"D31",4
"2037",2014,"D55",4
"2038",2021,"D23",1
"2039",2020,"D22",3
"2040",2017,"D42",3
"2041",2020,"D32",1
"2042",2020,"D41",2
"2043",2019,"D31",1
"2044",2022,"D14",3
"2045",2016,"D55",1
"2046",2018,"D12",4
"2047",2017,"D32",3
"2048",2019,"D51",1
"2049",2018,"D11",3
"2050",2017,"D23",4
"2051",2019,"D51",9
"2052",2014,"D12",1
"2053",2019,"D13",1
"2054",2020,"D31",1
"2055",2015,"D31",2
"2056",2017,"D33",5
"2057",2020,"D51",3
"2058",2019,"D53",3
"2059",2022,"D23",1
"2060",2021,"D43",3
"2061",2018,"D13",1
"2062",2020,"D23",1
"2063",2016,"D51",33
"2064",2022,"D11",1
"2065",2018,"D32",11
"2066",2016,"D33",7
"2067",2022,"D32",1
"2068",2015,"D41",1
"2069",2018,"D55",3
"2070",2015,"D32",1
"2071",2016,"D55",1
"2072",2021,"D55",1
"2073",2018,"D11",1
"2074",2021,"D14",1
"2075",2014,"D41",3
"2076",2015,"D43",1
"2077",2016,"D11",1
"2078",2019,"D51",1
"2079",2022,"D11",1
"2080",2021,"D33",1
"2081",2019,"D42",1
"2082",2019,"D31",15
"2083",2021,"D32",1
"2084",2021,"D41",4
"2085",2014,"D41",4
"2086",2014,"D51",6
"2087",2017,"D53",1
"2088",2017,"D52",13
"2089",2017,"D55",3
"2090",2022,"D22",4
"2091",2018,"D55",5
"2092",2015,"D53",1
"2093",2019,"D12",5
"2094",2021,"D32",2
"2095",2017,"D55",2
"2096",2021,"D53",1
"2097",2020,"D41",6
"2098",2017,"D22",11
"2099",2016,"D11",1
"2100",2021,"D31",1
"2101",2022,"NSA",1
"2102",2022,"D14",3
"2103",2017,"D22",3
"2104",2014,"NSA",2
"2105",2021,"D53",1
"2106",2022,"D31",2
"2107",2022,"D55",1
"2108",2018,"D41",1
"2109",2017,"D55",1
"2110",2015,"D14",1
"2111",2021,"D41",1
"2112",2021,"D51",5
"2113",2015,"D22",2
"2114",2017,"D55",2
"2115",2017,"D41",1
"2116",2017,"D22",9
"2117",2014,"D41",6
"2118",2019,"D43",1
"2119",2015,"D33",2
"2120",2022,"D53",1
"2121",2014,"D33",1
"2122",2019,"D14",10
"2123",2014,"D42",1
"2124",2021,"D42",1
"2125",2014,"D23",4
"2126",2016,"D22",2
"2127",2015,"D23",11
"2128",2022,"D43",1
"2129",2014,"D55",1
"2130",2018,"D55",1
"2131",2018,"D51",7
"2132",2017,"D31",2
"2133",2015,"D51",1
"2134",2022,"D52",7
"2135",2018,"D33",1
"2136",2020,"D22",1
"2137",2015,"D43",1
"2138",2017,"D32",7
"2139",2014,"D14",5
"2140",2014,"D22",1
"2141",2020,"D51",6
"2142",2018,"D53",2
"2143",2021,"D42",2
"2144",2016,"D43",3
"2145",2021,"D33",1
"2146",2016,"D33",1
"2147",2018,"D52",1
"2148",2016,"D32",2
"2149",2015,"D52",2
"2150",2020,"D12",1
"2151",2022,"D52",4
"2152",2016,"D32",47
"2153",2015,"D33",2
"2154",2018,"D55",3
"2155",2014,"D22",2
"2156",2022,"D12",2
"2157",2018,"D32",1
"2158",2016,"D11",4
"2159",2015,"D12",1
"2160",2016,"D13",1
"2161",2015,"D31",1
"2162",2015,"D43",1
"2163",2022,"D22",1
"2164",2015,"D41",10
"2165",2021,"D55",5
"2166",2017,"D12",3
"2167",2018,"D14",1
"2168",2015,"D43",1
"2169",2022,"D43",1
"2170",2015,"D23",1
"2171",2017,"D13",5
"2172",2021,"D33",3
"2173",2018,"D41",3
"2174",2015,"D53",1
"2175",2022,"D41",2
"2176",2021,"D43",7
"2177",2017,"D51",2
"2178",2020,"D23",1
"2179",2015,"D12",2
"2180",2014,"D43",2
"2181",2015,"D33",4
"2182",2018,"D43",27
"2183",2014,"D22",1
"2184",2016,"D13",1
"2185",2021,"D12",2
"2186",2022,"D51",6
"2187",2017,"D51",3
