"","year","division","arrest_count"
"127396",2016,"D52",6
"127397",2017,"D32",3
"127398",2021,"D55",1
"127399",2017,"D51",14
"127400",2019,"D41",2
"127401",2020,"D43",4
"127402",2018,"D14",2
"127403",2016,"D32",1
"127404",2018,"D14",4
"127405",2021,"D55",18
"127406",2019,"D22",12
"127407",2021,"D53",8
"127408",2020,"D31",6
"127409",2018,"D12",14
"127410",2017,"D11",26
"127411",2014,"D32",5
"127412",2018,"D55",25
"127413",2019,"D41",39
"127414",2021,"D13",6
"127415",2018,"D23",2
"127416",2018,"D31",21
"127417",2022,"D31",35
"127418",2015,"D53",1
"127419",2014,"D32",1
"127420",2021,"D31",3
"127421",2016,"D33",6
"127422",2017,"D12",2
"127423",2019,"D42",7
"127424",2016,"D55",1
"127425",2014,"D43",39
"127426",2014,"D14",27
"127427",2017,"D53",2
"127428",2019,"D53",2
"127429",2022,"D51",2
"127430",2014,"D32",7
"127431",2022,"D22",2
"127432",2016,"D32",2
"127433",2020,"D14",2
"127434",2021,"D11",1
"127435",2014,"D33",2
"127436",2015,"D13",4
"127437",2014,"D55",20
"127438",2015,"D42",1
"127439",2022,"D55",16
"127440",2014,"D53",4
"127441",2019,"D32",11
"127442",2018,"D11",4
"127443",2015,"D32",27
"127444",2015,"D55",1
"127445",2020,"D33",1
"127446",2015,"D31",2
"127447",2015,"D55",78
"127448",2017,"D32",4
"127449",2018,"D22",7
"127450",2015,"D12",3
"127451",2014,"D12",18
"127452",2014,"D55",11
"127453",2020,"D32",9
"127454",2015,"D22",3
"127455",2015,"D14",5
"127456",2017,"D13",1
"127457",2017,"D43",3
"127458",2021,"D55",15
"127459",2021,"D33",1
"127460",2021,"D53",2
"127461",2016,"D23",61
"127462",2014,"D11",7
"127463",2014,"D22",1
"127464",2017,"D32",6
"127465",2017,"D32",5
"127466",2016,"D12",14
"127467",2014,"D32",20
"127468",2015,"D31",6
"127469",2015,"D55",4
"127470",2020,"D14",1
"127471",2020,"D13",4
"127472",2020,"D33",1
"127473",2017,"D22",42
"127474",2017,"D23",5
"127475",2016,"D22",11
"127476",2022,"D41",112
"127477",2016,"D41",4
"127478",2018,"D53",1
"127479",2017,"D11",24
"127480",2020,"D42",2
"127481",2022,"D55",3
"127482",2016,"D42",5
"127483",2016,"D22",47
"127484",2018,"D22",1
"127485",2017,"D53",2
"127486",2020,"D55",5
"127487",2015,"D32",48
"127488",2021,"D55",5
"127489",2017,"D41",6
"127490",2016,"D42",3
"127491",2015,"D14",37
"127492",2017,"D55",3
"127493",2016,"D32",1
"127494",2022,"D53",3
"127495",2014,"D55",74
"127496",2017,"D42",1
"127497",2020,"D32",2
"127498",2022,"D13",1
"127499",2014,"D52",2
"127500",2021,"D13",22
"127501",2021,"D43",1
"127502",2017,"D31",3
"127503",2014,"D13",1
"127504",2015,"D14",3
"127505",2014,"D43",4
"127506",2022,"D42",10
"127507",2022,"D53",12
"127508",2022,"D43",12
"127509",2015,"D53",1
"127510",2019,"D43",37
"127511",2022,"D43",12
"127512",2016,"D33",2
"127513",2016,"D31",21
"127514",2016,"D53",6
"127515",2014,"D41",4
"127516",2016,"D52",2
"127517",2022,"D12",14
"127518",2018,"D33",3
"127519",2021,"D53",1
"127520",2017,"D22",2
"127521",2014,"D12",1
"127522",2017,"D43",5
"127523",2015,"D14",2
"127524",2022,"D33",1
"127525",2014,"D55",49
"127526",2015,"D31",19
"127527",2016,"D31",1
"127528",2022,"D43",5
"127529",2017,"D41",1
"127530",2014,"D52",2
"127531",2018,"D52",5
"127532",2020,"D31",12
"127533",2015,"D32",1
"127534",2015,"D31",2
"127535",2018,"D11",17
"127536",2017,"D22",6
"127537",2014,"D43",4
"127538",2021,"D23",1
"127539",2021,"D52",2
"127540",2014,"D31",3
"127541",2020,"D32",2
"127542",2020,"D51",1
"127543",2018,"D41",3
"127544",2020,"D55",20
"127545",2016,"D14",1
"127546",2019,"D52",4
"127547",2017,"D32",1
"127548",2019,"D51",7
"127549",2019,"D23",34
"127550",2018,"D22",2
"127551",2016,"D53",7
"127552",2018,"D41",8
"127553",2014,"D11",1
"127554",2022,"D41",7
"127555",2018,"D13",3
"127556",2015,"NSA",4
"127557",2016,"D32",4
"127558",2020,"D14",3
"127559",2022,"D22",5
"127560",2016,"D43",1
"127561",2019,"D11",19
"127562",2015,"D43",14
"127563",2017,"D32",3
"127564",2021,"D22",2
"127565",2019,"D55",6
"127566",2015,"D42",2
"127567",2022,"D23",3
"127568",2017,"D43",4
"127569",2021,"D14",4
"127570",2014,"D43",17
"127571",2022,"D43",10
"127572",2014,"D23",1
"127573",2021,"D42",10
"127574",2021,"D42",4
"127575",2020,"D11",10
"127576",2022,"D22",2
"127577",2020,"D55",15
"127578",2022,"D33",7
"127579",2014,"D11",2
"127580",2017,"D42",2
"127581",2020,"D55",9
"127582",2015,"D55",27
"127583",2018,"D22",9
"127584",2021,"D55",3
"127585",2015,"D22",4
"127586",2019,"D55",18
"127587",2016,"D53",10
"127588",2021,"D22",4
"127589",2014,"D22",12
"127590",2017,"D52",1
"127591",2014,"D55",1
"127592",2016,"D32",1
"127593",2021,"D14",6
"127594",2021,"D22",5
"127595",2016,"D33",7
"127596",2014,"D31",6
"127597",2014,"D14",9
"127598",2020,"D51",87
"127599",2017,"D32",4
"127600",2014,"D51",61
"127601",2018,"D53",5
"127602",2020,"D13",10
"127603",2018,"D53",28
"127604",2018,"D32",4
"127605",2015,"D23",1
"127606",2022,"D42",4
"127607",2016,"D14",14
"127608",2015,"D51",22
"127609",2017,"D55",14
"127610",2016,"D22",13
"127611",2016,"D12",5
"127612",2019,"D43",14
"127613",2017,"D52",6
"127614",2014,"D14",28
"127615",2017,"NSA",32
"127616",2016,"D32",3
"127617",2014,"D22",16
"127618",2016,"D55",3
"127619",2017,"D41",18
"127620",2014,"D12",8
"127621",2017,"D22",16
"127622",2018,"D52",24
"127623",2014,"D32",2
"127624",2018,"D11",1
"127625",2018,"D14",35
"127626",2017,"D52",4
"127627",2016,"D41",1
"127628",2020,"D42",4
"127629",2014,"D55",5
"127630",2019,"D12",2
"127631",2020,"D32",6
"127632",2021,"D23",1
"127633",2015,"D11",2
"127634",2021,"D12",1
"127635",2015,"D52",2
"127636",2021,"D42",6
"127637",2016,"D33",7
"127638",2021,"D55",5
"127639",2017,"D41",5
"127640",2015,"D41",26
"127641",2015,"D31",8
"127642",2022,"D52",1
"127643",2014,"D31",2
"127644",2020,"D43",4
"127645",2017,"D12",74
"127646",2022,"D13",2
"127647",2020,"D41",8
"127648",2021,"D11",1
"127649",2016,"D53",2
"127650",2014,"D22",1
"127651",2018,"D43",2
"127652",2018,"D42",7
"127653",2017,"D31",33
"127654",2016,"D22",2
"127655",2022,"D55",2
"127656",2019,"D33",1
"127657",2015,"D41",9
"127658",2020,"D53",2
"127659",2020,"D43",9
"127660",2019,"D55",4
"127661",2020,"D53",3
"127662",2017,"D55",6
"127663",2017,"D33",11
"127664",2022,"D11",15
"127665",2019,"D52",12
"127666",2022,"D13",4
"127667",2020,"D55",5
"127668",2022,"D14",26
"127669",2022,"D14",1
"127670",2022,"D23",12
"127671",2020,"D22",2
"127672",2018,"D31",2
"127673",2021,"D33",5
"127674",2019,"D31",9
"127675",2019,"D53",1
"127676",2015,"D43",9
"127677",2021,"D55",7
"127678",2021,"D32",4
"127679",2018,"D11",2
"127680",2016,"D31",2
"127681",2016,"D43",4
"127682",2019,"D41",27
"127683",2021,"D12",7
"127684",2022,"D13",9
"127685",2016,"D55",1
"127686",2022,"D12",1
"127687",2018,"D14",5
"127688",2016,"D22",4
"127689",2017,"D23",5
"127690",2021,"D41",8
"127691",2015,"D53",1
"127692",2019,"D33",1
"127693",2017,"D11",4
"127694",2017,"D52",7
"127695",2022,"D32",1
"127696",2016,"D14",10
"127697",2017,"D53",50
"127698",2017,"D42",13
"127699",2020,"D14",5
"127700",2021,"D42",1
"127701",2021,"D41",2
"127702",2019,"D43",3
"127703",2016,"D55",16
"127704",2018,"D55",3
"127705",2015,"NSA",1
"127706",2016,"D13",2
"127707",2019,"D51",20
"127708",2014,"D23",1
"127709",2022,"D51",42
"127710",2015,"D32",14
"127711",2020,"D22",3
"127712",2019,"D52",1
"127713",2016,"D41",9
"127714",2016,"D12",6
"127715",2020,"D43",5
"127716",2021,"D42",40
"127717",2017,"D55",1
"127718",2015,"D53",5
"127719",2014,"D22",2
"127720",2021,"D13",5
"127721",2019,"D13",1
"127722",2019,"D11",2
"127723",2015,"D13",6
"127724",2018,"D14",1
"127725",2017,"D41",47
"127726",2021,"D13",1
"127727",2014,"D31",36
"127728",2014,"D53",13
"127729",2014,"D33",19
"127730",2015,"D32",2
"127731",2015,"D14",49
"127732",2014,"D51",52
"127733",2019,"D33",6
"127734",2019,"D32",1
"127735",2016,"D11",7
"127736",2015,"D23",5
"127737",2018,"D43",63
"127738",2016,"D42",19
"127739",2021,"D42",2
"127740",2019,"D43",21
"127741",2022,"D32",8
"127742",2017,"D33",1
"127743",2016,"D32",2
"127744",2021,"D13",2
"127745",2019,"NSA",1
"127746",2015,"D55",3
"127747",2016,"D41",1
"127748",2014,"D33",5
"127749",2020,"D42",16
"127750",2019,"D55",7
"127751",2014,"D55",1
"127752",2021,"D11",11
"127753",2014,"D42",4
"127754",2020,"D32",1
"127755",2022,"D43",3
"127756",2019,"D11",1
"127757",2021,"D55",2
"127758",2022,"D42",11
"127759",2017,"D52",3
"127760",2022,"D31",11
"127761",2017,"D43",3
"127762",2020,"D52",17
"127763",2021,"D12",2
"127764",2017,"D41",3
"127765",2020,"D55",6
"127766",2016,"D32",6
"127767",2016,"D53",19
"127768",2016,"D23",3
"127769",2017,"D11",6
"127770",2016,"D14",1
"127771",2020,"D11",6
"127772",2017,"D32",6
"127773",2016,"D42",8
"127774",2018,"D32",2
"127775",2020,"D43",23
"127776",2020,"D43",22
"127777",2020,"D52",8
"127778",2017,"D53",2
"127779",2016,"D53",1
"127780",2021,"D22",4
"127781",2020,"D11",11
"127782",2017,"D33",1
"127783",2014,"D52",1
"127784",2022,"D55",10
"127785",2017,"D33",8
"127786",2020,"D41",15
"127787",2015,"D14",54
"127788",2015,"D13",4
"127789",2021,"D41",6
"127790",2014,"D43",17
"127791",2019,"D51",32
"127792",2015,"D33",2
"127793",2017,"D55",45
"127794",2022,"D31",1
"127795",2014,"D32",5
"127796",2014,"D55",4
"127797",2017,"D52",2
"127798",2016,"D55",34
"127799",2014,"D14",29
"127800",2019,"D13",13
"127801",2021,"D14",22
"127802",2017,"D11",2
"127803",2021,"D14",7
"127804",2015,"D55",11
"127805",2014,"D55",5
"127806",2014,"D51",75
"127807",2015,"D33",11
"127808",2017,"D55",3
"127809",2016,"D23",5
"127810",2020,"D52",1
"127811",2017,"D53",2
"127812",2021,"D51",2
"127813",2015,"D53",2
"127814",2020,"D14",2
"127815",2017,"D31",6
"127816",2021,"D11",1
"127817",2016,"D43",120
"127818",2018,"D23",3
"127819",2016,"D23",3
"127820",2019,"D32",1
"127821",2014,"D55",16
"127822",2018,"D31",1
"127823",2016,"D43",2
"127824",2017,"D55",1
"127825",2014,"D41",1
"127826",2020,"D43",28
"127827",2015,"D51",1
"127828",2021,"D55",4
"127829",2015,"D22",14
"127830",2020,"D43",1
"127831",2015,"D41",1
"127832",2020,"D55",1
"127833",2022,"D14",38
"127834",2021,"D51",14
"127835",2020,"D22",16
"127836",2021,"D55",8
"127837",2022,"D53",14
"127838",2021,"D55",13
"127839",2016,"D13",11
"127840",2021,"D51",65
"127841",2017,"D55",1
"127842",2022,"D32",1
"127843",2014,"D42",30
"127844",2017,"D52",18
"127845",2019,"D11",2
"127846",2016,"D55",5
"127847",2014,"D11",1
"127848",2020,"D23",2
"127849",2020,"D14",12
"127850",2014,"D43",31
"127851",2021,"D12",3
"127852",2020,"D22",19
"127853",2019,"D14",8
"127854",2018,"D11",7
"127855",2017,"D23",2
"127856",2022,"D31",10
"127857",2017,"D55",3
"127858",2022,"D31",4
"127859",2021,"D12",26
"127860",2016,"D22",5
"127861",2022,"D11",12
"127862",2018,"D32",55
"127863",2015,"D14",1
"127864",2015,"D12",32
"127865",2016,"D31",21
"127866",2022,"D52",6
"127867",2022,"D11",7
"127868",2022,"D13",1
"127869",2020,"D55",19
"127870",2019,"D14",1
"127871",2016,"D14",14
"127872",2018,"D23",7
"127873",2016,"D51",4
"127874",2016,"D33",1
"127875",2014,"D55",7
"127876",2016,"D53",2
"127877",2014,"D14",50
"127878",2021,"D42",5
"127879",2016,"D13",8
"127880",2015,"D51",3
"127881",2014,"D52",10
"127882",2018,"D31",20
"127883",2015,"D22",13
"127884",2017,"D12",7
"127885",2017,"D55",2
"127886",2022,"D42",10
"127887",2022,"D33",17
"127888",2016,"D32",2
"127889",2021,"D51",15
"127890",2022,"D53",6
"127891",2014,"D11",8
"127892",2014,"D13",1
"127893",2021,"D43",9
"127894",2022,"D31",19
"127895",2015,"D32",1
"127896",2015,"D23",5
"127897",2016,"D52",4
"127898",2019,"D55",7
"127899",2022,"D33",2
"127900",2020,"D55",4
"127901",2021,"D33",3
"127902",2022,"D53",4
"127903",2016,"D52",2
"127904",2022,"D52",31
"127905",2017,"D31",15
"127906",2016,"D31",2
"127907",2019,"D14",1
"127908",2017,"D22",15
"127909",2015,"D11",16
"127910",2018,"D41",3
"127911",2022,"D42",10
"127912",2015,"D22",4
"127913",2022,"D14",2
"127914",2020,"D41",2
"127915",2014,"D22",12
"127916",2022,"D12",6
"127917",2014,"D43",12
"127918",2021,"D41",33
"127919",2016,"D51",10
"127920",2019,"D11",5
"127921",2014,"D14",1
"127922",2015,"D12",21
"127923",2015,"D41",16
"127924",2016,"D14",25
"127925",2022,"D32",26
"127926",2022,"D23",1
"127927",2022,"D42",7
"127928",2016,"D41",16
"127929",2018,"D22",13
"127930",2015,"D11",35
"127931",2019,"D51",26
"127932",2015,"D22",5
"127933",2016,"D55",1
"127934",2017,"D32",1
"127935",2015,"D43",1
"127936",2017,"D33",2
"127937",2014,"D53",8
"127938",2021,"D22",4
"127939",2017,"D14",29
"127940",2016,"D42",4
"127941",2014,"D33",4
"127942",2018,"D11",11
"127943",2021,"D31",6
"127944",2022,"D51",10
"127945",2021,"D32",2
"127946",2021,"D11",7
"127947",2020,"D14",1
"127948",2018,"D31",5
"127949",2022,"D22",3
"127950",2017,"D11",32
"127951",2022,"D33",1
"127952",2020,"D43",15
"127953",2020,"D12",1
"127954",2017,"D33",5
"127955",2018,"D23",27
"127956",2018,"D51",19
"127957",2017,"D42",8
"127958",2015,"D43",1
"127959",2014,"D14",5
"127960",2015,"D32",37
"127961",2022,"D55",2
"127962",2015,"D42",3
"127963",2014,"D32",6
"127964",2017,"D23",1
"127965",2018,"D52",2
"127966",2018,"D11",11
"127967",2017,"D55",7
"127968",2021,"D55",2
"127969",2015,"D53",2
"127970",2021,"D53",6
"127971",2021,"D11",2
"127972",2022,"D33",2
"127973",2022,"D55",5
"127974",2022,"D12",7
"127975",2020,"D11",2
"127976",2017,"D43",14
"127977",2017,"D42",11
"127978",2019,"D14",1
"127979",2015,"D12",35
"127980",2018,"D22",1
"127981",2018,"D14",7
"127982",2015,"D41",5
"127983",2022,"D32",1
"127984",2014,"D32",2
"127985",2022,"D31",2
"127986",2020,"D22",3
"127987",2015,"D13",2
"127988",2022,"D12",6
"127989",2015,"D42",17
"127990",2017,"D55",3
"127991",2021,"D33",5
"127992",2018,"D32",5
"127993",2022,"D32",1
"127994",2015,"D53",2
"127995",2016,"D41",38
"127996",2015,"D53",3
"127997",2022,"D53",1
"127998",2021,"D53",4
"127999",2016,"D31",7
"128000",2018,"D51",1
"128001",2018,"D11",1
"128002",2014,"D11",49
"128003",2015,"D11",8
"128004",2018,"D33",3
"128005",2021,"D43",2
"128006",2017,"D12",11
"128007",2017,"D11",14
"128008",2018,"D51",61
"128009",2022,"D13",1
"128010",2022,"D42",1
"128011",2022,"D12",4
"128012",2022,"D23",14
"128013",2016,"D55",21
"128014",2022,"D53",7
"128015",2014,"D42",3
"128016",2016,"D55",3
"128017",2014,"D13",3
"128018",2017,"D53",11
"128019",2014,"D41",2
"128020",2019,"D32",1
"128021",2015,"D22",6
"128022",2021,"D31",24
"128023",2019,"D32",41
"128024",2021,"D12",21
"128025",2014,"D42",1
"128026",2020,"D55",7
"128027",2016,"D11",7
"128028",2015,"D23",6
"128029",2014,"D32",3
"128030",2022,"D13",1
"128031",2017,"D14",15
"128032",2018,"D13",6
"128033",2016,"D13",1
"128034",2019,"D11",15
"128035",2017,"D11",2
"128036",2015,"D51",3
"128037",2017,"D33",24
"128038",2021,"D12",5
"128039",2014,"D33",1
"128040",2020,"D32",6
"128041",2022,"D32",6
"128042",2020,"D42",3
"128043",2015,"D12",1
"128044",2018,"D33",3
"128045",2018,"NSA",23
"128046",2014,"D22",2
"128047",2018,"D51",1
"128048",2018,"D11",2
"128049",2021,"D55",3
"128050",2021,"D52",1
"128051",2016,"D11",20
"128052",2022,"D42",3
"128053",2016,"D51",10
"128054",2022,"D14",8
"128055",2021,"D23",4
"128056",2017,"D42",13
"128057",2017,"D32",8
"128058",2015,"D43",5
"128059",2016,"D13",13
"128060",2019,"D12",12
"128061",2019,"D33",19
"128062",2017,"D53",24
"128063",2017,"D14",9
"128064",2019,"D33",15
"128065",2015,"D53",16
"128066",2017,"D32",11
"128067",2022,"D33",8
"128068",2016,"D12",3
"128069",2016,"D55",13
"128070",2018,"D33",20
"128071",2020,"D22",23
"128072",2020,"D32",1
"128073",2016,"D31",47
"128074",2017,"D11",8
"128075",2015,"D14",3
"128076",2016,"D14",10
"128077",2018,"D13",2
"128078",2021,"D14",23
"128079",2018,"D32",3
"128080",2016,"D13",1
"128081",2014,"D33",6
"128082",2022,"D41",9
"128083",2019,"D43",2
"128084",2021,"D14",3
"128085",2021,"D22",7
"128086",2016,"D11",22
"128087",2016,"D42",8
"128088",2016,"D55",1
"128089",2016,"D23",1
"128090",2021,"D32",1
"128091",2018,"D53",1
"128092",2022,"D41",1
"128093",2018,"D41",2
"128094",2016,"D43",14
"128095",2020,"D32",5
"128096",2015,"D41",5
"128097",2022,"D55",6
"128098",2018,"D42",31
"128099",2018,"D13",1
"128100",2021,"D13",4
"128101",2017,"D53",3
"128102",2021,"D32",4
"128103",2015,"D43",1
"128104",2018,"D43",1
"128105",2021,"D42",4
"128106",2018,"D42",1
"128107",2020,"D55",2
"128108",2021,"D53",7
"128109",2021,"D53",1
"128110",2020,"D33",4
"128111",2016,"D43",6
"128112",2020,"D12",2
"128113",2016,"D53",1
"128114",2018,"D51",1
"128115",2015,"D32",1
"128116",2022,"D32",8
"128117",2014,"D55",12
"128118",2016,"D41",1
"128119",2015,"D32",6
"128120",2014,"D51",1
"128121",2014,"D14",114
"128122",2019,"D33",2
"128123",2015,"D42",2
"128124",2018,"D55",1
"128125",2022,"D52",8
"128126",2014,"D31",1
"128127",2017,"D31",2
"128128",2014,"D13",8
"128129",2019,"NSA",19
"128130",2019,"D11",3
"128131",2017,"D52",2
"128132",2016,"D22",11
"128133",2017,"D43",5
"128134",2015,"D33",3
"128135",2018,"D43",5
"128136",2014,"D32",16
"128137",2016,"D41",52
"128138",2014,"NSA",1
"128139",2022,"D14",4
"128140",2014,"D33",2
"128141",2019,"D12",14
"128142",2020,"D31",1
"128143",2020,"D33",2
"128144",2020,"D31",16
"128145",2021,"D14",20
"128146",2017,"D22",1
"128147",2019,"D12",6
"128148",2022,"D53",2
"128149",2016,"D51",3
"128150",2017,"D13",3
"128151",2021,"D14",6
"128152",2019,"D11",8
"128153",2022,"D22",9
"128154",2018,"D13",37
"128155",2016,"D51",9
"128156",2014,"D14",23
"128157",2014,"D13",2
"128158",2015,"D11",11
"128159",2019,"D14",5
"128160",2018,"D41",5
"128161",2020,"D43",2
"128162",2019,"D13",14
"128163",2015,"D32",4
"128164",2014,"D11",5
"128165",2014,"D55",23
"128166",2018,"D43",14
"128167",2018,"D22",4
"128168",2019,"D43",6
"128169",2016,"D12",1
"128170",2017,"D13",1
"128171",2022,"D13",2
"128172",2017,"D55",5
"128173",2014,"NSA",1
"128174",2021,"D32",3
"128175",2020,"D13",5
"128176",2018,"D14",22
"128177",2018,"D52",1
"128178",2017,"D11",8
"128179",2015,"D12",1
"128180",2017,"D52",2
"128181",2016,"D42",9
"128182",2022,"D42",3
"128183",2022,"D23",1
"128184",2019,"D51",32
"128185",2022,"D23",2
"128186",2020,"D43",9
"128187",2022,"D42",1
"128188",2020,"D55",3
"128189",2021,"D23",12
"128190",2018,"D31",1
"128191",2016,"D42",1
"128192",2014,"D52",40
"128193",2021,"D43",5
"128194",2014,"D22",2
"128195",2021,"D43",3
"128196",2016,"D43",3
"128197",2014,"D52",6
"128198",2020,"D31",23
"128199",2019,"D14",10
"128200",2017,"D43",44
"128201",2019,"D22",3
"128202",2018,"D53",3
"128203",2022,"D31",15
"128204",2015,"D55",3
"128205",2015,"D51",5
"128206",2022,"D31",3
"128207",2020,"D51",6
"128208",2021,"D33",2
"128209",2017,"D55",15
"128210",2016,"D52",41
"128211",2019,"D32",5
"128212",2022,"D43",1
"128213",2021,"D12",5
"128214",2020,"D32",2
"128215",2022,"D52",1
"128216",2017,"D14",6
"128217",2020,"D31",2
"128218",2016,"D52",8
"128219",2022,"D11",3
"128220",2016,"D55",6
"128221",2016,"D23",1
"128222",2015,"D32",19
"128223",2018,"D22",1
"128224",2021,"D22",6
"128225",2020,"D42",3
"128226",2018,"D14",1
"128227",2021,"D11",1
"128228",2016,"D32",10
"128229",2015,"D14",14
"128230",2020,"D22",51
"128231",2017,"D41",11
"128232",2015,"D13",3
"128233",2022,"D32",6
"128234",2017,"D22",2
"128235",2019,"D43",1
"128236",2019,"D22",2
"128237",2016,"D51",24
"128238",2021,"D43",14
"128239",2015,"D43",8
"128240",2015,"D11",14
"128241",2017,"D23",3
"128242",2015,"D43",1
"128243",2018,"D33",1
"128244",2020,"D32",3
"128245",2017,"D14",11
"128246",2019,"D22",18
"128247",2016,"D42",5
"128248",2022,"D52",5
"128249",2016,"D33",3
"128250",2014,"D14",6
"128251",2020,"D43",4
"128252",2018,"D22",2
"128253",2016,"D22",2
"128254",2016,"D43",16
"128255",2021,"D32",2
"128256",2019,"D42",24
"128257",2022,"D55",6
"128258",2015,"D31",18
"128259",2017,"D23",8
"128260",2022,"D52",11
"128261",2017,"D52",42
"128262",2016,"D55",10
"128263",2015,"D32",62
"128264",2018,"D22",2
"128265",2016,"D41",6
"128266",2014,"D12",4
"128267",2017,"D23",10
"128268",2014,"D52",89
"128269",2020,"D31",36
"128270",2022,"D43",1
"128271",2014,"D41",88
"128272",2019,"D42",2
"128273",2021,"D51",3
"128274",2022,"D41",1
"128275",2018,"D22",4
"128276",2018,"D33",1
"128277",2015,"D43",30
"128278",2020,"D43",10
"128279",2016,"D53",3
"128280",2020,"D23",7
"128281",2015,"D52",6
"128282",2021,"D55",16
"128283",2021,"D31",16
"128284",2020,"D53",8
"128285",2016,"D53",1
"128286",2016,"D41",11
"128287",2018,"D43",35
"128288",2014,"D12",7
"128289",2020,"D23",1
"128290",2020,"D33",1
"128291",2017,"D43",109
"128292",2016,"D33",1
"128293",2014,"D53",6
"128294",2016,"D12",1
"128295",2014,"D14",20
"128296",2016,"D11",4
"128297",2022,"D31",9
"128298",2016,"D32",6
"128299",2016,"D12",14
"128300",2014,"D43",6
"128301",2017,"D53",11
"128302",2022,"D31",5
"128303",2019,"D42",15
"128304",2020,"NSA",3
"128305",2017,"D11",3
"128306",2015,"D22",22
"128307",2015,"D12",2
"128308",2022,"D22",4
"128309",2015,"D42",2
"128310",2018,"D55",15
"128311",2014,"D13",1
"128312",2019,"D55",3
"128313",2020,"D31",5
"128314",2015,"D14",10
"128315",2021,"D52",1
"128316",2014,"D32",10
"128317",2017,"D32",39
"128318",2015,"D14",5
"128319",2022,"D13",2
"128320",2017,"D23",80
"128321",2021,"D22",2
"128322",2021,"D52",1
"128323",2014,"NSA",1
"128324",2020,"D32",8
"128325",2022,"D55",20
"128326",2020,"D42",1
"128327",2016,"D42",17
"128328",2021,"D53",2
"128329",2019,"D33",3
"128330",2022,"D23",73
"128331",2021,"D12",22
"128332",2018,"D13",13
"128333",2022,"D33",4
"128334",2020,"D32",21
"128335",2022,"D12",2
"128336",2018,"D14",1
"128337",2016,"D32",11
"128338",2018,"D55",41
"128339",2015,"D32",2
"128340",2018,"D43",39
"128341",2015,"D52",13
"128342",2020,"D13",18
"128343",2018,"D14",1
"128344",2017,"D43",60
"128345",2015,"D32",2
"128346",2021,"D23",2
"128347",2022,"D52",50
"128348",2017,"D42",3
"128349",2020,"D14",2
"128350",2021,"D32",10
"128351",2017,"D41",15
"128352",2020,"D14",11
"128353",2017,"D43",10
"128354",2021,"D41",18
"128355",2019,"D31",10
"128356",2022,"D32",11
"128357",2022,"D14",6
"128358",2019,"D51",3
"128359",2014,"D14",1
"128360",2015,"D22",3
"128361",2021,"D43",11
"128362",2017,"D51",3
"128363",2015,"D53",15
"128364",2017,"D55",2
"128365",2022,"D42",6
"128366",2020,"NSA",18
"128367",2017,"D22",1
"128368",2017,"D22",12
"128369",2020,"D55",4
"128370",2019,"D53",6
"128371",2020,"D42",4
"128372",2022,"D14",13
"128373",2019,"D14",3
"128374",2019,"D55",30
"128375",2018,"D11",5
"128376",2020,"D53",2
"128377",2017,"D41",2
"128378",2019,"D55",7
"128379",2022,"D13",4
"128380",2016,"D53",3
"128381",2017,"D55",7
"128382",2021,"NSA",2
"128383",2021,"D52",3
"128384",2015,"D11",1
"128385",2015,"D14",4
"128386",2016,"D52",12
"128387",2017,"D14",5
"128388",2014,"D33",6
"128389",2020,"D23",2
"128390",2018,"D13",1
"128391",2021,"D22",28
"128392",2020,"D43",1
"128393",2017,"D11",22
"128394",2018,"D23",66
"128395",2017,"D55",6
"128396",2018,"D33",2
"128397",2019,"D53",9
"128398",2015,"D22",1
"128399",2015,"D32",6
"128400",2015,"D11",1
"128401",2016,"D51",29
"128402",2022,"D43",7
"128403",2018,"D42",2
"128404",2019,"D22",6
"128405",2020,"D32",5
"128406",2016,"D32",2
"128407",2020,"D33",4
"128408",2021,"D23",2
"128409",2015,"D31",11
"128410",2018,"D23",3
"128411",2014,"D53",12
"128412",2021,"D43",1
"128413",2018,"D32",8
"128414",2021,"D11",5
"128415",2015,"D52",9
"128416",2018,"D23",3
"128417",2021,"D41",30
"128418",2017,"D32",1
"128419",2015,"D33",1
"128420",2015,"D13",1
"128421",2015,"D13",1
"128422",2016,"D43",12
"128423",2014,"D23",15
"128424",2015,"D23",2
"128425",2018,"D14",70
"128426",2018,"D53",5
"128427",2022,"D22",12
"128428",2016,"D43",2
"128429",2022,"D51",14
"128430",2020,"D11",1
"128431",2019,"D32",11
"128432",2014,"D32",1
"128433",2015,"D51",19
"128434",2015,"D51",1
"128435",2020,"D43",2
"128436",2018,"D31",5
"128437",2022,"D22",4
"128438",2016,"D42",1
"128439",2015,"D32",30
"128440",2021,"D11",2
"128441",2017,"D41",5
"128442",2022,"D22",4
"128443",2015,"D11",4
"128444",2016,"D33",3
"128445",2018,"D31",14
"128446",2019,"D43",1
"128447",2019,"D14",1
"128448",2020,"D52",22
"128449",2018,"D55",1
"128450",2017,"D55",1
"128451",2021,"D32",19
"128452",2018,"D41",7
"128453",2020,"D33",1
"128454",2021,"D41",80
"128455",2017,"D53",1
"128456",2016,"D43",14
"128457",2016,"D14",7
"128458",2017,"D22",1
"128459",2015,"D53",10
"128460",2015,"D23",3
"128461",2018,"D12",1
"128462",2015,"D51",28
"128463",2017,"D43",1
"128464",2021,"D41",1
"128465",2018,"D32",1
"128466",2016,"D31",20
"128467",2018,"D11",14
"128468",2015,"D12",16
"128469",2022,"D53",20
"128470",2022,"D51",6
